"Notes","State","State Code","Year","Year Code","Age Group","Age Group Code","Cause of death","Cause of death Code",Deaths,Population,Crude Rate
,"Vermont","50","2001","2001","85+ years","85+","Unspecified dementia","F03",71,10193,696.6
,"Vermont","50","2001","2001","85+ years","85+","Parkinson disease","G20",23,10193,225.6
,"Vermont","50","2001","2001","85+ years","85+","Alzheimer disease, unspecified","G30.9",97,10193,951.6
,"Vermont","50","2001","2001","85+ years","85+","Acute myocardial infarction, unspecified","I21.9",111,10193,1089.0
,"Vermont","50","2001","2001","85+ years","85+","Atherosclerotic cardiovascular disease, so described","I25.0",101,10193,990.9
,"Vermont","50","2001","2001","85+ years","85+","Atherosclerotic heart disease","I25.1",144,10193,1412.7
,"Vermont","50","2001","2001","85+ years","85+","Ischaemic cardiomyopathy","I25.5",11,10193,107.9 (Unreliable)
,"Vermont","50","2001","2001","85+ years","85+","Chronic ischaemic heart disease, unspecified","I25.9",10,10193,98.1 (Unreliable)
,"Vermont","50","2001","2001","85+ years","85+","Aortic (valve) stenosis","I35.0",31,10193,304.1
,"Vermont","50","2001","2001","85+ years","85+","Sudden cardiac death, so described","I46.1",11,10193,107.9 (Unreliable)
,"Vermont","50","2001","2001","85+ years","85+","Cardiac arrest, unspecified","I46.9",14,10193,137.3 (Unreliable)
,"Vermont","50","2001","2001","85+ years","85+","Atrial fibrillation and flutter","I48",15,10193,147.2 (Unreliable)
,"Vermont","50","2001","2001","85+ years","85+","Congestive heart failure","I50.0",66,10193,647.5
,"Vermont","50","2001","2001","85+ years","85+","Cerebral infarction, unspecified","I63.9",13,10193,127.5 (Unreliable)
,"Vermont","50","2001","2001","85+ years","85+","Stroke, not specified as haemorrhage or infarction","I64",89,10193,873.1
,"Vermont","50","2001","2001","85+ years","85+","Sequelae of stroke, not specified as haemorrhage or infarction","I69.4",13,10193,127.5 (Unreliable)
,"Vermont","50","2001","2001","85+ years","85+","Pneumonia, unspecified","J18.9",65,10193,637.7
,"Vermont","50","2001","2001","85+ years","85+","Chronic obstructive pulmonary disease, unspecified","J44.9",57,10193,559.2
,"Vermont","50","2001","2001","85+ years","85+","Pneumonitis due to food and vomit","J69.0",20,10193,196.2
,"Vermont","50","2001","2001","85+ years","85+","Gastrointestinal haemorrhage, unspecified","K92.2",14,10193,137.3 (Unreliable)
,"Vermont","50","2001","2001","85+ years","85+","Unspecified renal failure","N19",20,10193,196.2
,"Vermont","50","2001","2001","85+ years","85+","Urinary tract infection, site not specified","N39.0",12,10193,117.7 (Unreliable)
,"Vermont","50","2001","2001","85+ years","85+","Exposure to unspecified factor","X59",25,10193,245.3
,"Vermont","50","2002","2002","45-54 years","45-54","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",35,98643,35.5
,"Vermont","50","2002","2002","45-54 years","45-54","Breast, unspecified - Malignant neoplasms","C50.9",11,98643,11.2 (Unreliable)
,"Vermont","50","2002","2002","45-54 years","45-54","Atherosclerotic heart disease","I25.1",11,98643,11.2 (Unreliable)
,"Vermont","50","2002","2002","55-64 years","55-64","Colon, unspecified - Malignant neoplasms","C18.9",14,63642,22.0 (Unreliable)
,"Vermont","50","2002","2002","55-64 years","55-64","Pancreas, unspecified - Malignant neoplasms","C25.9",11,63642,17.3 (Unreliable)
,"Vermont","50","2002","2002","55-64 years","55-64","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",54,63642,84.8
,"Vermont","50","2002","2002","55-64 years","55-64","Breast, unspecified - Malignant neoplasms","C50.9",18,63642,28.3 (Unreliable)
,"Vermont","50","2002","2002","55-64 years","55-64","Malignant neoplasm without specification of site","C80",16,63642,25.1 (Unreliable)
,"Vermont","50","2002","2002","55-64 years","55-64","Unspecified diabetes mellitus, without complications","E14.9",15,63642,23.6 (Unreliable)
,"Vermont","50","2002","2002","55-64 years","55-64","Acute myocardial infarction, unspecified","I21.9",30,63642,47.1
,"Vermont","50","2002","2002","55-64 years","55-64","Atherosclerotic cardiovascular disease, so described","I25.0",16,63642,25.1 (Unreliable)
,"Vermont","50","2002","2002","55-64 years","55-64","Atherosclerotic heart disease","I25.1",34,63642,53.4
,"Vermont","50","2002","2002","55-64 years","55-64","Chronic obstructive pulmonary disease, unspecified","J44.9",25,63642,39.3
,"Vermont","50","2002","2002","65-74 years","65-74","Septicaemia, unspecified","A41.9",11,40634,27.1 (Unreliable)
,"Vermont","50","2002","2002","65-74 years","65-74","Oesophagus, unspecified - Malignant neoplasms","C15.9",11,40634,27.1 (Unreliable)
,"Vermont","50","2002","2002","65-74 years","65-74","Colon, unspecified - Malignant neoplasms","C18.9",28,40634,68.9
,"Vermont","50","2002","2002","65-74 years","65-74","Pancreas, unspecified - Malignant neoplasms","C25.9",13,40634,32.0 (Unreliable)
,"Vermont","50","2002","2002","65-74 years","65-74","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",82,40634,201.8
,"Vermont","50","2002","2002","65-74 years","65-74","Breast, unspecified - Malignant neoplasms","C50.9",17,40634,41.8 (Unreliable)
,"Vermont","50","2002","2002","65-74 years","65-74","Malignant neoplasm of prostate","C61",14,40634,34.5 (Unreliable)
,"Vermont","50","2002","2002","65-74 years","65-74","Bladder, unspecified - Malignant neoplasms","C67.9",10,40634,24.6 (Unreliable)
,"Vermont","50","2002","2002","65-74 years","65-74","Brain, unspecified - Malignant neoplasms","C71.9",10,40634,24.6 (Unreliable)
,"Vermont","50","2002","2002","65-74 years","65-74","Malignant neoplasm without specification of site","C80",12,40634,29.5 (Unreliable)
,"Vermont","50","2002","2002","65-74 years","65-74","Non-Hodgkin lymphoma, unspecified type","C85.9",11,40634,27.1 (Unreliable)
,"Vermont","50","2002","2002","65-74 years","65-74","Non-insulin-dependent diabetes mellitus, without complications","E11.9",12,40634,29.5 (Unreliable)
,"Vermont","50","2002","2002","65-74 years","65-74","Unspecified diabetes mellitus, without complications","E14.9",21,40634,51.7
,"Vermont","50","2002","2002","65-74 years","65-74","Acute myocardial infarction, unspecified","I21.9",66,40634,162.4
,"Vermont","50","2002","2002","65-74 years","65-74","Atherosclerotic cardiovascular disease, so described","I25.0",39,40634,96.0
,"Vermont","50","2002","2002","65-74 years","65-74","Atherosclerotic heart disease","I25.1",56,40634,137.8
,"Vermont","50","2002","2002","65-74 years","65-74","Stroke, not specified as haemorrhage or infarction","I64",14,40634,34.5 (Unreliable)
,"Vermont","50","2002","2002","65-74 years","65-74","Chronic obstructive pulmonary disease, unspecified","J44.9",59,40634,145.2
,"Vermont","50","2002","2002","75-84 years","75-84","Oesophagus, unspecified - Malignant neoplasms","C15.9",11,27765,39.6 (Unreliable)
,"Vermont","50","2002","2002","75-84 years","75-84","Colon, unspecified - Malignant neoplasms","C18.9",36,27765,129.7
,"Vermont","50","2002","2002","75-84 years","75-84","Pancreas, unspecified - Malignant neoplasms","C25.9",15,27765,54.0 (Unreliable)
,"Vermont","50","2002","2002","75-84 years","75-84","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",107,27765,385.4
,"Vermont","50","2002","2002","75-84 years","75-84","Breast, unspecified - Malignant neoplasms","C50.9",12,27765,43.2 (Unreliable)
,"Vermont","50","2002","2002","75-84 years","75-84","Malignant neoplasm of ovary","C56",14,27765,50.4 (Unreliable)
,"Vermont","50","2002","2002","75-84 years","75-84","Malignant neoplasm of prostate","C61",25,27765,90.0
,"Vermont","50","2002","2002","75-84 years","75-84","Bladder, unspecified - Malignant neoplasms","C67.9",13,27765,46.8 (Unreliable)
,"Vermont","50","2002","2002","75-84 years","75-84","Malignant neoplasm without specification of site","C80",22,27765,79.2
,"Vermont","50","2002","2002","75-84 years","75-84","Non-Hodgkin lymphoma, unspecified type","C85.9",11,27765,39.6 (Unreliable)
,"Vermont","50","2002","2002","75-84 years","75-84","Acute myeloid leukaemia - Malignant neoplasms","C92.0",13,27765,46.8 (Unreliable)
,"Vermont","50","2002","2002","75-84 years","75-84","Unspecified diabetes mellitus, without complications","E14.9",31,27765,111.7
,"Vermont","50","2002","2002","75-84 years","75-84","Unspecified dementia","F03",25,27765,90.0
,"Vermont","50","2002","2002","75-84 years","75-84","Parkinson disease","G20",14,27765,50.4 (Unreliable)
,"Vermont","50","2002","2002","75-84 years","75-84","Alzheimer disease, unspecified","G30.9",57,27765,205.3
,"Vermont","50","2002","2002","75-84 years","75-84","Acute myocardial infarction, unspecified","I21.9",137,27765,493.4
,"Vermont","50","2002","2002","75-84 years","75-84","Atherosclerotic cardiovascular disease, so described","I25.0",87,27765,313.3
,"Vermont","50","2002","2002","75-84 years","75-84","Atherosclerotic heart disease","I25.1",101,27765,363.8
,"Vermont","50","2002","2002","75-84 years","75-84","Ischaemic cardiomyopathy","I25.5",11,27765,39.6 (Unreliable)
,"Vermont","50","2002","2002","75-84 years","75-84","Chronic ischaemic heart disease, unspecified","I25.9",13,27765,46.8 (Unreliable)
,"Vermont","50","2002","2002","75-84 years","75-84","Cardiomyopathy, unspecified","I42.9",11,27765,39.6 (Unreliable)
,"Vermont","50","2002","2002","75-84 years","75-84","Atrial fibrillation and flutter","I48",10,27765,36.0 (Unreliable)
,"Vermont","50","2002","2002","75-84 years","75-84","Congestive heart failure","I50.0",15,27765,54.0 (Unreliable)
,"Vermont","50","2002","2002","75-84 years","75-84","Stroke, not specified as haemorrhage or infarction","I64",48,27765,172.9
,"Vermont","50","2002","2002","75-84 years","75-84","Sequelae of stroke, not specified as haemorrhage or infarction","I69.4",14,27765,50.4 (Unreliable)
,"Vermont","50","2002","2002","75-84 years","75-84","Sequelae of other and unspecified cerebrovascular diseases","I69.8",12,27765,43.2 (Unreliable)
,"Vermont","50","2002","2002","75-84 years","75-84","Generalized and unspecified atherosclerosis","I70.9",10,27765,36.0 (Unreliable)
,"Vermont","50","2002","2002","75-84 years","75-84","Pneumonia, unspecified","J18.9",22,27765,79.2
,"Vermont","50","2002","2002","75-84 years","75-84","Chronic obstructive pulmonary disease, unspecified","J44.9",83,27765,298.9
,"Vermont","50","2002","2002","75-84 years","75-84","Pneumonitis due to food and vomit","J69.0",14,27765,50.4 (Unreliable)
,"Vermont","50","2002","2002","75-84 years","75-84","Other interstitial pulmonary diseases with fibrosis","J84.1",11,27765,39.6 (Unreliable)
,"Vermont","50","2002","2002","75-84 years","75-84","Unspecified renal failure","N19",13,27765,46.8 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Septicaemia, unspecified","A41.9",16,10318,155.1 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Colon, unspecified - Malignant neoplasms","C18.9",31,10318,300.4
,"Vermont","50","2002","2002","85+ years","85+","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",26,10318,252.0
,"Vermont","50","2002","2002","85+ years","85+","Breast, unspecified - Malignant neoplasms","C50.9",19,10318,184.1 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Malignant neoplasm of prostate","C61",19,10318,184.1 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Bladder, unspecified - Malignant neoplasms","C67.9",13,10318,126.0 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Malignant neoplasm without specification of site","C80",11,10318,106.6 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Non-insulin-dependent diabetes mellitus, without complications","E11.9",12,10318,116.3 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Unspecified diabetes mellitus, without complications","E14.9",20,10318,193.8
,"Vermont","50","2002","2002","85+ years","85+","Unspecified dementia","F03",76,10318,736.6
,"Vermont","50","2002","2002","85+ years","85+","Parkinson disease","G20",16,10318,155.1 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Alzheimer disease, unspecified","G30.9",92,10318,891.6
,"Vermont","50","2002","2002","85+ years","85+","Essential (primary) hypertension","I10",11,10318,106.6 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Hypertensive heart disease with (congestive) heart failure","I11.0",15,10318,145.4 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Hypertensive heart disease without (congestive) heart failure","I11.9",10,10318,96.9 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Hypertensive renal disease with renal failure","I12.0",11,10318,106.6 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Acute myocardial infarction, unspecified","I21.9",108,10318,1046.7
,"Vermont","50","2002","2002","85+ years","85+","Atherosclerotic cardiovascular disease, so described","I25.0",99,10318,959.5
,"Vermont","50","2002","2002","85+ years","85+","Atherosclerotic heart disease","I25.1",124,10318,1201.8
,"Vermont","50","2002","2002","85+ years","85+","Aortic (valve) stenosis","I35.0",26,10318,252.0
,"Vermont","50","2002","2002","85+ years","85+","Atrial fibrillation and flutter","I48",20,10318,193.8
,"Vermont","50","2002","2002","85+ years","85+","Congestive heart failure","I50.0",43,10318,416.7
,"Vermont","50","2002","2002","85+ years","85+","Cerebral infarction, unspecified","I63.9",10,10318,96.9 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Stroke, not specified as haemorrhage or infarction","I64",99,10318,959.5
,"Vermont","50","2002","2002","85+ years","85+","Sequelae of stroke, not specified as haemorrhage or infarction","I69.4",17,10318,164.8 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Sequelae of other and unspecified cerebrovascular diseases","I69.8",12,10318,116.3 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Generalized and unspecified atherosclerosis","I70.9",18,10318,174.5 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Pneumonia, unspecified","J18.9",54,10318,523.4
,"Vermont","50","2002","2002","85+ years","85+","Chronic obstructive pulmonary disease, unspecified","J44.9",62,10318,600.9
,"Vermont","50","2002","2002","85+ years","85+","Pneumonitis due to food and vomit","J69.0",13,10318,126.0 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Other interstitial pulmonary diseases with fibrosis","J84.1",11,10318,106.6 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Unspecified renal failure","N19",11,10318,106.6 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Urinary tract infection, site not specified","N39.0",14,10318,135.7 (Unreliable)
,"Vermont","50","2002","2002","85+ years","85+","Other fall on same level","W18",23,10318,222.9
,"Vermont","50","2002","2002","85+ years","85+","Unspecified fall","W19",11,10318,106.6 (Unreliable)
,"Vermont","50","2003","2003","45-54 years","45-54","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",27,100092,27.0
,"Vermont","50","2003","2003","45-54 years","45-54","Breast, unspecified - Malignant neoplasms","C50.9",16,100092,16.0 (Unreliable)
,"Vermont","50","2003","2003","45-54 years","45-54","Acute myocardial infarction, unspecified","I21.9",10,100092,10.0 (Unreliable)
,"Vermont","50","2003","2003","45-54 years","45-54","Atherosclerotic cardiovascular disease, so described","I25.0",17,100092,17.0 (Unreliable)
,"Vermont","50","2003","2003","45-54 years","45-54","Atherosclerotic heart disease","I25.1",13,100092,13.0 (Unreliable)
,"Vermont","50","2003","2003","55-64 years","55-64","Colon, unspecified - Malignant neoplasms","C18.9",14,67438,20.8 (Unreliable)
,"Vermont","50","2003","2003","55-64 years","55-64","Pancreas, unspecified - Malignant neoplasms","C25.9",10,67438,14.8 (Unreliable)
,"Vermont","50","2003","2003","55-64 years","55-64","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",61,67438,90.5
,"Vermont","50","2003","2003","55-64 years","55-64","Breast, unspecified - Malignant neoplasms","C50.9",20,67438,29.7
,"Vermont","50","2003","2003","55-64 years","55-64","Malignant neoplasm without specification of site","C80",11,67438,16.3 (Unreliable)
,"Vermont","50","2003","2003","55-64 years","55-64","Unspecified diabetes mellitus, without complications","E14.9",15,67438,22.2 (Unreliable)
,"Vermont","50","2003","2003","55-64 years","55-64","Acute myocardial infarction, unspecified","I21.9",29,67438,43.0
,"Vermont","50","2003","2003","55-64 years","55-64","Atherosclerotic cardiovascular disease, so described","I25.0",32,67438,47.5
