Notes,State,State Code,ICD Chapter,ICD Chapter Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Alabama,01,Diseases of the digestive system,K00-K92,Diverticular disease of large intestine without perforation or abscess,K57.3,10,4430141,0.2 (Unreliable)
,Alabama,01,Diseases of the digestive system,K00-K92,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,23,4430141,0.5
,Alabama,01,Diseases of the digestive system,K00-K92,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,23,4430141,0.5
,Alabama,01,Diseases of the digestive system,K00-K92,Perforation of intestine (nontraumatic),K63.1,19,4430141,0.4 (Unreliable)
,Alabama,01,Diseases of the digestive system,K00-K92,Acute peritonitis,K65.0,13,4430141,0.3 (Unreliable)
,Alabama,01,Diseases of the digestive system,K00-K92,"Peritonitis, unspecified",K65.9,15,4430141,0.3 (Unreliable)
,Alabama,01,Diseases of the digestive system,K00-K92,Alcoholic cirrhosis of liver,K70.3,86,4430141,1.9
,Alabama,01,Diseases of the digestive system,K00-K92,Alcoholic hepatic failure,K70.4,25,4430141,0.6
,Alabama,01,Diseases of the digestive system,K00-K92,"Alcoholic liver disease, unspecified",K70.9,21,4430141,0.5
,Alabama,01,Diseases of the digestive system,K00-K92,"Hepatic failure, unspecified",K72.9,93,4430141,2.1
,Alabama,01,Diseases of the digestive system,K00-K92,Other and unspecified cirrhosis of liver,K74.6,260,4430141,5.9
,Alabama,01,Diseases of the digestive system,K00-K92,"Liver disease, unspecified",K76.9,29,4430141,0.7
,Alabama,01,Diseases of the digestive system,K00-K92,Calculus of gallbladder without cholecystitis,K80.2,14,4430141,0.3 (Unreliable)
,Alabama,01,Diseases of the digestive system,K00-K92,Acute cholecystitis,K81.0,10,4430141,0.2 (Unreliable)
,Alabama,01,Diseases of the digestive system,K00-K92,"Cholecystitis, unspecified",K81.9,14,4430141,0.3 (Unreliable)
,Alabama,01,Diseases of the digestive system,K00-K92,Obstruction of bile duct,K83.1,12,4430141,0.3 (Unreliable)
,Alabama,01,Diseases of the digestive system,K00-K92,Acute pancreatitis,K85,61,4430141,1.4
,Alabama,01,Diseases of the digestive system,K00-K92,"Gastrointestinal haemorrhage, unspecified",K92.2,160,4430141,3.6
,Alabama,01,Diseases of the skin and subcutaneous tissue,L00-L98,Decubitus ulcer,L89,37,4430141,0.8
,Alabama,01,Diseases of the skin and subcutaneous tissue,L00-L98,Discoid lupus erythematosus,L93.0,13,4430141,0.3 (Unreliable)
,Alabama,01,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Rheumatoid arthritis, unspecified",M06.9,36,4430141,0.8
,Alabama,01,Diseases of the musculoskeletal system and connective tissue,M00-M99,Systemic lupus erythematosus with organ or system involvement,M32.1,24,4430141,0.5
,Alabama,01,Diseases of the musculoskeletal system and connective tissue,M00-M99,Other forms of systemic sclerosis,M34.8,10,4430141,0.2 (Unreliable)
,Alabama,01,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Systemic sclerosis, unspecified",M34.9,15,4430141,0.3 (Unreliable)
,Alabama,01,Diseases of the musculoskeletal system and connective tissue,M00-M99,Other specified disorders of muscle,M62.8,10,4430141,0.2 (Unreliable)
,Alabama,01,Diseases of the genitourinary system,N00-N98,"Tubulo-interstitial nephritis, not specified as acute or chronic",N12,11,4430141,0.2 (Unreliable)
,Alabama,01,Diseases of the genitourinary system,N00-N98,"Acute renal failure, unspecified",N17.9,131,4430141,3.0
,Alabama,01,Diseases of the genitourinary system,N00-N98,End-stage renal disease,N18.0,195,4430141,4.4
,Alabama,01,Diseases of the genitourinary system,N00-N98,Other chronic renal failure,N18.8,17,4430141,0.4 (Unreliable)
,Alabama,01,Diseases of the genitourinary system,N00-N98,"Chronic renal failure, unspecified",N18.9,183,4430141,4.1
,Alabama,01,Diseases of the genitourinary system,N00-N98,Unspecified renal failure,N19,446,4430141,10.1
,Alabama,01,Diseases of the genitourinary system,N00-N98,"Disorder of kidney and ureter, unspecified",N28.9,12,4430141,0.3 (Unreliable)
,Alabama,01,Diseases of the genitourinary system,N00-N98,"Urinary tract infection, site not specified",N39.0,309,4430141,7.0
,Alabama,01,Certain conditions originating in the perinatal period,P00-P96,Newborn affected by premature rupture of membranes,P01.1,14,4430141,0.3 (Unreliable)
,Alabama,01,Certain conditions originating in the perinatal period,P00-P96,Extreme immaturity,P07.2,82,4430141,1.9
,Alabama,01,Certain conditions originating in the perinatal period,P00-P96,Other preterm infants,P07.3,15,4430141,0.3 (Unreliable)
,Alabama,01,Certain conditions originating in the perinatal period,P00-P96,"Birth asphyxia, unspecified",P21.9,12,4430141,0.3 (Unreliable)
,Alabama,01,Certain conditions originating in the perinatal period,P00-P96,Respiratory distress syndrome of newborn,P22.0,29,4430141,0.7
,Alabama,01,Certain conditions originating in the perinatal period,P00-P96,Primary atelectasis of newborn,P28.0,14,4430141,0.3 (Unreliable)
,Alabama,01,Certain conditions originating in the perinatal period,P00-P96,Neonatal cardiac dysrhythmia,P29.1,12,4430141,0.3 (Unreliable)
,Alabama,01,Certain conditions originating in the perinatal period,P00-P96,"Bacterial sepsis of newborn, unspecified",P36.9,18,4430141,0.4 (Unreliable)
,Alabama,01,Certain conditions originating in the perinatal period,P00-P96,Necrotizing enterocolitis of newborn,P77,10,4430141,0.2 (Unreliable)
,Alabama,01,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Hypoplastic left heart syndrome,Q23.4,11,4430141,0.2 (Unreliable)
,Alabama,01,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,"Congenital malformation of heart, unspecified",Q24.9,29,4430141,0.7
,Alabama,01,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Hypoplasia and dysplasia of lung,Q33.6,10,4430141,0.2 (Unreliable)
,Alabama,01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Other and unspecified abnormalities of breathing,R06.8,14,4430141,0.3 (Unreliable)
,Alabama,01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Respiratory arrest,R09.2,149,4430141,3.4
,Alabama,01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Senility,R54,39,4430141,0.9
,Alabama,01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Other and unspecified convulsions,R56.8,46,4430141,1.0
,Alabama,01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Cardiogenic shock,R57.0,149,4430141,3.4
,Alabama,01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Other lack of expected normal physiological development,R62.8,18,4430141,0.4 (Unreliable)
,Alabama,01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Sudden infant death syndrome - SIDS,R95,56,4430141,1.3
,Alabama,01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Instantaneous death,R96.0,34,4430141,0.8
,Alabama,01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Other ill-defined and unspecified causes of mortality,R99,416,4430141,9.4
,Alabama,01,External causes of morbidity and mortality,V01-Y89,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,44,4430141,1.0
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,45,4430141,1.0
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Motorcycle rider [any] injured in unspecified traffic accident,V29.9,10,4430141,0.2 (Unreliable)
,Alabama,01,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident",V43.5,11,4430141,0.2 (Unreliable)
,Alabama,01,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident",V43.6,11,4430141,0.2 (Unreliable)
,Alabama,01,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in traffic accident",V43.9,18,4430141,0.4 (Unreliable)
,Alabama,01,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident",V47.5,20,4430141,0.5
,Alabama,01,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with fixed or stationary object, unspecified car occupant injured in traffic accident",V47.9,16,4430141,0.4 (Unreliable)
,Alabama,01,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in noncollision transport accident, driver injured in traffic accident",V48.5,10,4430141,0.2 (Unreliable)
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,V49.5,11,4430141,0.2 (Unreliable)
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Car occupant [any] injured in unspecified traffic accident,V49.9,82,4430141,1.9
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Person injured in collision between other specified motor vehicles (traffic),V87.7,148,4430141,3.3
,Alabama,01,External causes of morbidity and mortality,V01-Y89,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,579,4430141,13.1
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Unspecified aircraft accident injuring occupant,V95.9,10,4430141,0.2 (Unreliable)
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Other fall on same level,W18,12,4430141,0.3 (Unreliable)
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Unspecified fall,W19,76,4430141,1.7
,Alabama,01,External causes of morbidity and mortality,V01-Y89,"Struck by thrown, projected or falling object",W20,20,4430141,0.5
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Discharge from other and unspecified firearms,W34,47,4430141,1.1
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Drowning and submersion while in natural water,W69,13,4430141,0.3 (Unreliable)
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Unspecified drowning and submersion,W74,39,4430141,0.9
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Inhalation of gastric contents,W78,14,4430141,0.3 (Unreliable)
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Inhalation and ingestion of food causing obstruction of respiratory tract,W79,19,4430141,0.4 (Unreliable)
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,97,4430141,2.2
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Exposure to uncontrolled fire in building or structure,X00,93,4430141,2.1
,Alabama,01,External causes of morbidity and mortality,V01-Y89,"Exposure to unspecified smoke, fire and flames",X09,20,4430141,0.5
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Exposure to excessive natural heat,X30,11,4430141,0.2 (Unreliable)
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Exposure to excessive natural cold,X31,16,4430141,0.4 (Unreliable)
,Alabama,01,External causes of morbidity and mortality,V01-Y89,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,31,4430141,0.7
,Alabama,01,External causes of morbidity and mortality,V01-Y89,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,76,4430141,1.7
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Accidental poisoning by and exposure to other gases and vapours,X47,19,4430141,0.4 (Unreliable)
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Exposure to unspecified factor,X59,317,4430141,7.2
,Alabama,01,External causes of morbidity and mortality,V01-Y89,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,26,4430141,0.6
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Intentional self-poisoning by and exposure to other gases and vapours,X67,21,4430141,0.5
,Alabama,01,External causes of morbidity and mortality,V01-Y89,"Intentional self-harm by hanging, strangulation and suffocation",X70,44,4430141,1.0
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by handgun discharge,X72,94,4430141,2.1
,Alabama,01,External causes of morbidity and mortality,V01-Y89,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,63,4430141,1.4
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by other and unspecified firearm discharge,X74,278,4430141,6.3
,Alabama,01,External causes of morbidity and mortality,V01-Y89,"Assault by hanging, strangulation and suffocation",X91,12,4430141,0.3 (Unreliable)
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Assault by handgun discharge,X93,37,4430141,0.8
,Alabama,01,External causes of morbidity and mortality,V01-Y89,"Assault by rifle, shotgun and larger firearm discharge",X94,29,4430141,0.7
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Assault by other and unspecified firearm discharge,X95,227,4430141,5.1
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Assault by sharp object,X99,59,4430141,1.3
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Assault by unspecified means,Y09,43,4430141,1.0
,Alabama,01,External causes of morbidity and mortality,V01-Y89,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,11,4430141,0.2 (Unreliable)
,Alabama,01,External causes of morbidity and mortality,V01-Y89,"Surgical procedure, unspecified",Y83.9,17,4430141,0.4 (Unreliable)
,Alabama,01,External causes of morbidity and mortality,V01-Y89,Sequelae of other accidents,Y86,19,4430141,0.4 (Unreliable)
,Alaska,02,Certain infectious and parasitic diseases,A00-B99,"Septicaemia, unspecified",A41.9,19,624779,3.0 (Unreliable)
,Alaska,02,Neoplasms,C00-D48,"Oesophagus, unspecified - Malignant neoplasms",C15.9,13,624779,2.1 (Unreliable)
,Alaska,02,Neoplasms,C00-D48,"Stomach, unspecified - Malignant neoplasms",C16.9,23,624779,3.7
,Alaska,02,Neoplasms,C00-D48,"Colon, unspecified - Malignant neoplasms",C18.9,49,624779,7.8
,Alaska,02,Neoplasms,C00-D48,Malignant neoplasm of rectum,C20,10,624779,1.6 (Unreliable)
,Alaska,02,Neoplasms,C00-D48,"Pancreas, unspecified - Malignant neoplasms",C25.9,46,624779,7.4
,Alaska,02,Neoplasms,C00-D48,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,178,624779,28.5
,Alaska,02,Neoplasms,C00-D48,"Breast, unspecified - Malignant neoplasms",C50.9,42,624779,6.7
,Alaska,02,Neoplasms,C00-D48,Malignant neoplasm of prostate,C61,20,624779,3.2
,Alaska,02,Neoplasms,C00-D48,"Malignant neoplasm of kidney, except renal pelvis",C64,18,624779,2.9 (Unreliable)
,Alaska,02,Neoplasms,C00-D48,"Brain, unspecified - Malignant neoplasms",C71.9,17,624779,2.7 (Unreliable)
,Alaska,02,Neoplasms,C00-D48,Malignant neoplasm without specification of site,C80,48,624779,7.7
,Alaska,02,Neoplasms,C00-D48,"Non-Hodgkin lymphoma, unspecified type",C85.9,17,624779,2.7 (Unreliable)
,Alaska,02,Neoplasms,C00-D48,Multiple myeloma - Malignant neoplasms,C90.0,15,624779,2.4 (Unreliable)
,Alaska,02,Neoplasms,C00-D48,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,12,624779,1.9 (Unreliable)
,Alaska,02,"Endocrine, nutritional and metabolic diseases",E00-E88,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,13,624779,2.1 (Unreliable)
,Alaska,02,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, without complications",E14.9,33,624779,5.3
,Alaska,02,Mental and behavioural disorders,F01-F99,Unspecified dementia,F03,29,624779,4.6
,Alaska,02,Mental and behavioural disorders,F01-F99,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,28,624779,4.5
,Alaska,02,Mental and behavioural disorders,F01-F99,"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder",F10.9,13,624779,2.1 (Unreliable)
,Alaska,02,Diseases of the nervous system,G00-G98,Parkinson disease,G20,15,624779,2.4 (Unreliable)
,Alaska,02,Diseases of the nervous system,G00-G98,"Alzheimer disease, unspecified",G30.9,24,624779,3.8
,Alaska,02,Diseases of the circulatory system,I00-I99,Hypertensive heart disease without (congestive) heart failure,I11.9,13,624779,2.1 (Unreliable)
,Alaska,02,Diseases of the circulatory system,I00-I99,"Acute myocardial infarction, unspecified",I21.9,123,624779,19.7
,Alaska,02,Diseases of the circulatory system,I00-I99,"Atherosclerotic cardiovascular disease, so described",I25.0,105,624779,16.8
,Alaska,02,Diseases of the circulatory system,I00-I99,Atherosclerotic heart disease,I25.1,144,624779,23.0
,Alaska,02,Diseases of the circulatory system,I00-I99,Aortic (valve) stenosis,I35.0,13,624779,2.1 (Unreliable)
,Alaska,02,Diseases of the circulatory system,I00-I99,"Cardiomyopathy, unspecified",I42.9,25,624779,4.0
,Alaska,02,Diseases of the circulatory system,I00-I99,Atrial fibrillation and flutter,I48,12,624779,1.9 (Unreliable)
,Alaska,02,Diseases of the circulatory system,I00-I99,Congestive heart failure,I50.0,40,624779,6.4
,Alaska,02,Diseases of the circulatory system,I00-I99,"Subarachnoid haemorrhage, unspecified",I60.9,12,624779,1.9 (Unreliable)
,Alaska,02,Diseases of the circulatory system,I00-I99,"Intracerebral haemorrhage, unspecified",I61.9,23,624779,3.7
,Alaska,02,Diseases of the circulatory system,I00-I99,"Cerebral infarction, unspecified",I63.9,14,624779,2.2 (Unreliable)
,Alaska,02,Diseases of the circulatory system,I00-I99,"Stroke, not specified as haemorrhage or infarction",I64,79,624779,12.6
