JCAT	Piece	Name	LaunchDate	LState	Owner	OwnState	UNState	Mass	Class	Category	TF	Perigee	Apogee	Inc	OpOrbit
S28868	2005-036A	Anik F1R	2005 Sep  8 2153:40	RU	TCAN	CA	CA	    4500.000 	B	COM	-	   35777	   35795	  0.04 	GEO/S
S28874	2005-038A	GPS IIR-14(M)	2005 Sep 26 0337:00	US	AFSMC	US	US	    2032.000 	D	NAV	-	   20140	   20222	 55.03 	MEO
S28885	2005-041B	Syracuse 3A	2005 Oct 13 2232	F	DGA	F	F	    3725.000 	D	COM	-	   35769	   35802	  0.02 	GEO/S
S28888	2005-042A	USA 186	2005 Oct 19 1805	US	NROC	US	US	   14000.000 	D	IMG*	-	     264	    1050	 97.88 	LEO/S
S28895	2005-043F	Cubesat-OSCAR-58	2005 Oct 27 0652:26	RU	TOK	J	J	       1.000 	A	TECH	-	     682	     708	 98.18 	LEO/S
S28899	2005-044A	INMARSAT 4 F2	2005 Nov  8 1406:59	US	INMRL	UK	UK	    5958.000 	B	COM	-	   35891	   35961	  2.85 	GEO/D
S28912	2005-049B	Meteosat 9	2005 Dec 21 2233	F	EUMET	I-EUM	I-EUM	    2054.000 	C	MET	-	   35781	   35790	  1.73 	GEO/S
S28924	2005-052A	AMC 23	2005 Dec 29 0228:40	RU	AMCS	US	US	    5035.000 	B	COM	-	   35782	   35790	  0.00 	GEO/S
S28928	2006-001A	New Horizons	2006 Jan 19 1900:00	US	NASA/APL	US	US	     478.000 	C	PLAN	E	     339	  -18149	 29.58 	EEO
S28935	2006-003A	Echostar X	2006 Feb 15 2334:55	US	ECHO	US	US	    4333.000 	B	COM	-	   35785	   35787	  0.07 	GEO/S
S28945	2006-007A	Spainsat	2006 Mar 11 2233	F	HISD	E	E	    3683.000 	D	COM	-	   35762	   35809	  0.01 	GEO/S
S28946	2006-007B	Hot Bird 7A	2006 Mar 11 2233	F	EUTSA	F	F	    4100.000 	B	COM	-	   35777	   35795	  0.01 	GEO/S
S29045	2006-010A	JCSAT 5A	2006 Apr 12 2329:59	US	JSAT	J	J	    4401.000 	B	COM	-	   35784	   35789	  0.03 	GEO/S
S29055	2006-012A	Astra 1KR	2006 Apr 20 2027:00	US	SESA	L	L	    4332.000 	B	COM	-	   35773	   35800	  0.08 	GEO/S
S29079	2006-014A	EROS B	2006 Apr 25 1647:16	RU	IMAGT?	IL	[IL]	     290.000 	B	IMG	-	     503	     513	 97.32 	LLEO/S
S29107	2006-016A	Cloudsat	2006 Apr 28 1002:16	US	GSFC	US	US	     848.000 	C	EOSCI	-	     689	     689	 98.24 	LEO/S
S29108	2006-016B	Calipso	2006 Apr 28 1002:16	US	CNES	F	F	     587.000 	C	EOSCI	-	     687	     689	 98.24 	LEO/S
S29155	2006-018A	GOES 13	2006 May 24 2211:00	US	NOAA	US	US	    3209.000 	C	MET	-	   35784	   35790	  0.41 	GEO/S
S29236	2006-023A	Galaxy 16	2006 Jun 18 0750	US	PAN	US	US	    4640.000 	B	COM	-	   35777	   35795	  0.03 	GEO/S
S29249	2006-027A	USA 184	2006 Jun 28 0333:00	US	NROC	US	US	    4000.000 	D	SIG*	-	    1139	   39210	 63.23 	HEO/M
S29268	2006-031A	Arirang-2	2006 Jul 28 0705:43	RU	KARI	KR	KR	     765.000 	C	IMG	-	     677	     703	 98.14 	LEO/S
S29270	2006-032A	Hot Bird 8	2006 Aug  4 2148:00	RU	EUTSA	F	F	    4875.000 	B	COM	-	   35762	   35809	  0.07 	GEO/S
S29272	2006-033A	JCSAT 3A	2006 Aug 11 2215	F	JSAT	J	J	    4048.000 	B	COM	-	   35783	   35793	  0.01 	GEO/S
S29273	2006-033B	Syracuse 3B	2006 Aug 11 2215	F	DGA	F	F	    3750.000 	D	COM	-	   35776	   35796	  0.03 	GEO/S
S29349	2006-034A	Mugunghwa 5	2006 Aug 22 0327:01	US	KTELT/ADD	KR	KR	    4448.000 	D	COM	-	   35777	   35796	  0.01 	GEO/S
S29479	2006-041A	Hinode	2006 Sep 22 2136:00	J	ISASJ	J	J	     900.000 	C	AST	-	     279	     672	 98.33 	LLEO/S
S29486	2006-042A	GPS IIR-15(M)	2006 Sep 25 1850	US	AFSMC	US	US	    2032.000 	D	NAV	-	   20018	   20343	 55.00 	MEO
S29494	2006-043A	DirecTV 9S	2006 Oct 13 2056	F	DTV	US	US	    5505.000 	B	COM	-	   35723	   35738	  0.02 	GEO/D
S29495	2006-043B	Optus D1	2006 Oct 13 2056	F	OPTS	AU	AU	    2299.000 	B	COM	-	   35772	   35801	  0.05 	GEO/S
S29510	2006-047A	STEREO A	2006 Oct 26 0052:00	US	GSFC	US	US	     620.000 	C	SCI/PLAN	E	  192937	 1772266	 33.10 	CLO
S29522	2006-050A	DMSP F-17	2006 Nov  4 1353	US	AFSMC	US	US	    1217.000 	D	MET	-	     841	     854	 98.79 	LEO/S
S29526	2006-051A	Badr 4	2006 Nov  8 2001:00	RU	ARAB	I-ARAB	[I-ARAB]	    3304.000 	B	COM	-	   35761	   35811	  0.05 	GEO/S
S29601	2006-052A	GPS IIR-16(M)	2006 Nov 17 1912:00?	US	AFSMC	US	US	    2032.000 	D	NAV	-	   20087	   20277	 55.07 	MEO
S29643	2006-054A	WildBlue 1	2006 Dec  8 2208	F	WBLU	US	US	    4735.000 	B	COM	-	   35781	   35792	  0.03 	GEO/S
S29658	2006-060A	SAR-Lupe 1	2006 Dec 19 1400:19	RU	BWB	D	D	     770.000 	D	IMG-R	-	     467	     504	 98.16 	LLEO/S
S30580	2007-004A	THEMIS A	2007 Feb 17 2301:00	US	GSFC	US	US	     125.000 	C	SCI	-	    3382	   76104	  9.25 	VHEO
S30581	2007-004B	THEMIS B	2007 Feb 17 2301:00	US	GSFC	US	US	     125.000 	C	SCI/PLAN	E	    2573	  195523	 10.72 	DSO
S30582	2007-004C	THEMIS C	2007 Feb 17 2301:00	US	GSFC	US	US	     125.000 	C	SCI/PLAN	E	    3174	  117458	  8.75 	VHEO
S30794	2007-007B	Skynet 5A	2007 Mar 11 2203	F	PARA	UK	UK	    4635.000 	D	COM	-	   35780	   35791	  0.08 	GEO/S
S30797	2007-004D	THEMIS D	2007 Feb 17 2301:00	US	GSFC	US	US	     125.000 	C	SCI	-	    4191	   67384	  4.08 	GEO/T
S30798	2007-004E	THEMIS E	2007 Feb 17 2301:00	US	GSFC	US	US	     125.000 	C	SCI	-	    4202	   67372	  4.62 	GEO/T
S31102	2007-009A	Anik F3	2007 Apr  9 2254:00	RU	TCAN	CA	CA	    4640.000 	B	COM	-	   35452	   35790	  0.09 	GEO/D
S31130	2007-012P	CAPE 1	2007 Apr 17 0646:39	RU	ULLAF	US	US	       1.000 	A	TECH	-	     646	     792	 98.08 	LEO/S
S31306	2007-016A	Astra 1L	2007 May  4 2229	F	SESSA	L	L	    4505.000 	B	COM	-	   35704	   35785	  0.14 	GEO/D
S31307	2007-016B	Galaxy 17	2007 May  4 2229	F	INTELD	US	US*	    4107.000 	B	COM	-	   35526	   35815	  0.05 	GEO/D
S31573	2007-020C	Globalstar M069	2007 May 29 2031:30	F	GLOB	US	US	     450.000 	B	COM	-	     912	     931	 52.00 	LEO/I
S31598	2007-023A	COSMO 1	2007 Jun  8 0234:00	US	ASI	I	I	    1870.000 	D	IMG-R	-	     621	     625	 97.86 	LEO/S
S31698	2007-026A	TerraSAR-X	2007 Jun 15 0214	RU	DLR2/EASF	D	D	    1346.000 	CB	IMG-R	-	     507	    1023	 97.43 	LEO/S
S31701	2007-027A	USA 194	2007 Jun 15 1512:00	US	NROC/USN	US	US	    1000.000 	D	SIG*	-	     847	    1183	 62.66 	LEO/I
S31708	2007-027C	USA 194 P/L 2	2007 Jun 15 1512:00	US	NROC/USN	US	US	    1000.000 	D	SIG*	-	     847	    1183	 62.66 	LEO/I
S31797	2007-030A	SAR-Lupe 2	2007 Jul  2 1938:41	RU	BWB	D	D	     770.000 	D	IMG-R	-	     469	     507	 98.18 	LLEO/S
S31800	2007-031A	Zhongxing 6B	2007 Jul  5 1208	CN	CHISA	CN	CN	    4516.000 	C	COM	-	   35772	   35802	  0.05 	GEO/S
S31862	2007-032A	DirecTV 10	2007 Jul  7 0116:00	RU	DTV	US	US	    5893.000 	B	COM	-	   35786	   35788	  0.06 	GEO/S
S32060	2007-041A	WorldView-1	2007 Sep 18 1835:00	US	DGLO	US	US	    2500.000 	B	IMG	-	     493	     494	 97.50 	LLEO/S
S32258	2007-046A	WGS SV-1	2007 Oct 11 0022	US	AFSMC	US	US	    5768.000 	D	COM	-	   35780	   35790	  0.10 	GEO/S
S32260	2007-047A	GPS IIR-17(M)	2007 Oct 17 1223:00	US	AFSMC	US	US	    2032.000 	D	NAV	-	   20149	   20214	 54.85 	MEO
S32264	2007-048B	Globalstar M070	2007 Oct 20 2012:25	F	GLOB	US	US	     450.000 	B	COM	-	     925	     933	 51.98 	LEO/I
S32276	2007-052B	Kosmos-2432	2007 Oct 26 0735:24	RU	KVR/IACG	RU	RU	    1450.000 	D	NAV	-	   19121	   19134	 64.89 	MEO
S32277	2007-052C	Kosmos-2433	2007 Oct 26 0735:24	RU	KVR/IACG	RU	RU	    1450.000 	D	NAV	-	   19082	   19131	 64.88 	MEO
S32283	2007-053A	SAR-Lupe 3	2007 Nov  1 0051:44	RU	BWB	D	D	     770.000 	D	IMG-R	-	     465	     494	 98.15 	LLEO/S
S32294	2007-056B	Skynet 5B	2007 Nov 14 2206	F	PARA	UK	UK	    4635.000 	D	COM	-	   35572	   35867	  0.05 	GEO/D
S32299	2007-057A	Sirius 4	2007 Nov 17 2239:47	RU	SESS	S	S	    4385.000 	B	COM	-	   35698	   35804	  0.02 	GEO/D
S32376	2007-059A	COSMO 2	2007 Dec  9 0231:42	US	ASI	I	I	    1900.000 	D	IMG-R	-	     621	     624	 97.86 	LEO/S
S32378	2007-060A	USA 198	2007 Dec 10 2205:00	US	NROC	US	US	    3000.000 	D	COM*	-	    1054	   39299	 62.55 	HEO/M
S32382	2007-061A	Radarsat-2	2007 Dec 14 1317:34	F	CSA	CA	CA	    2300.000 	C	IMG-R	-	     791	     798	 98.62 	LEO/S
S32384	2007-062A	GPS IIR-18(M)	2007 Dec 20 2004:00	US	AFSMC	US	US	    2032.000 	D	NAV	-	   20082	   20283	 54.99 	MEO
S32388	2007-063B	Horizons 2	2007 Dec 21 2141:55	F	HORZ	US	US	    2304.000 	B	COM	-	   35777	   35797	  0.03 	GEO/S
S32393	2007-065A	Kosmos-2434	2007 Dec 25 1932:34	RU	KVR/IACG	RU	RU	    1450.000 	D	NAV	-	   19124	   19133	 64.66 	MEO
S32395	2007-065C	Kosmos-2436	2007 Dec 25 1932:34	RU	KVR/IACG	RU	RU	    1450.000 	D	NAV	-	   19128	   19281	 64.67 	MEO
S32404	2008-001A	Thuraya 3	2008 Jan 15 1148:59	US	THUR	UAE	UAE	    5180.000 	B	COM	-	   35765	   35809	  6.14 	GEO/I
S32487	2008-006A	Thor 2R	2008 Feb 11 1134:00	RU	TNOR	N	N	    2012.000 	B	COM	-	   35964	   36302	  0.17 	GEO/D
S32706	2008-010A	USA 200	2008 Mar 13 1002	US	NROC	US	US	    4000.000 	D	SIG*	-	    1112	   37580	 63.56 	GTO
S32708	2008-011A	AMC 14	2008 Mar 14 2318:55	RU	AMCS	US	US	    4140.000 	B	COM	-	   35094	   36459	 13.11 	GEO/I
S32711	2008-012A	GPS IIR-19(M)	2008 Mar 15 0610	US	AFSMC	US	US	    2032.000 	D	NAV	-	   20143	   20222	 55.13 	MEO
S32729	2008-013A	DirecTV 11	2008 Mar 19 2247:59	US	DTV	US	US	    6060.000 	B	COM	-	   32302	   39428	  0.10 	GEO/NS
S32750	2008-014A	SAR-Lupe 4	2008 Mar 27 1716:18	RU	BWB	D	D	     770.000 	D	IMG-R	-	     468	     506	 98.16 	LLEO/S
S32763	2008-016A	ICO G1	2008 Apr 14 2012:00	US	ICONA	US	US	    6600.000 	B	COM	-	   35771	   35801	  5.99 	GEO/I
S32767	2008-018A	Vinasat	2008 Apr 18 2217	F	VNPT	VN	[VN]	    2600.000 	C	COM	-	   35782	   35791	  0.02 	GEO/S
S32768	2008-018B	Star One C2	2008 Apr 18 2217	F	STONE	BR	BR	    4100.000 	B	COM	-	   35784	   35786	  0.07 	GEO/S
S32783	2008-021A	Cartosat 2A	2008 Apr 28 0353:51	IN	ISRO	IN	IN	     690.000 	D	IMG	-	     618	     636	 98.00 	LEO/S
S32785	2008-021C	Cubesat-OSCAR-65	2008 Apr 28 0353:51	IN	TIT	J	J	       4.000 	A	TECH	U	     615	     634	 98.00 	LEO/S
S32787	2008-021E	COMPASS-1	2008 Apr 28 0353:51	IN	AACH	D	D	       1.000 	A	IMG	Z	     615	     635	 97.99 	LEO/S
S32790	2008-021H	CanX-2	2008 Apr 28 0353:51	IN	UTIAS	CA	CA	       3.000 	A	TECH	-	     614	     634	 97.99 	LEO/S
S32791	2008-021J	Cubesat-OSCAR-66	2008 Apr 28 0353:51	IN	NIHON	J	J	       1.000 	A	TECH	-	     615	     634	 98.00 	LEO/S
S32794	2008-022A	Amos 3	2008 Apr 28 0500:00	RU	IAIS	IL	[IL]	    1360.000 	B	COM	-	   35761	   37500	  0.72 	GEO/D
S32951	2008-024A	Galaxy 18	2008 May 21 0943:59	US	INTELD	US	US*	    4640.000 	B	COM	-	   35773	   35799	  0.06 	GEO/S
S32953	2008-025A	Yubileyniy	2008 May 23 1520:09	RU	RESH/ROSTO	RU	RU	      48.000 	C	COM	Z	    1480	    1507	 82.50 	LEO/I
S33051	2008-028A	Zhongxing 9	2008 Jun  9 1215:04	CN	CHISA	CN	CN	    4466.000 	B	COM	-	   35775	   35798	  0.05 	GEO/S
S33053	2008-029A	Fermi Gamma-ray Space Tel.	2008 Jun 11 1605:01	US	GSFC	US	US	    4277.000 	C	AST	-	     542	     561	 25.58 	LLEO/I
S33055	2008-030A	Skynet 5C	2008 Jun 12 2205:09	F	PARA	UK	UK	    4635.000 	D	COM	-	   35556	   35780	  0.82 	GEO/D
S33056	2008-030B	Turksat 3A	2008 Jun 12 2205:09	F	TURKS	TR	TR	    3010.000 	B	COM	-	   35782	   35789	  0.06 	GEO/S
S33153	2008-034A	Protostar 1	2008 Jul  7 2147	F	PROTO	BM	[UK]	    4194.000 	B	COM	-	   35702	   35754	  0.06 	GEO/D
S33207	2008-035A	Echostar XI	2008 Jul 16 0520:59	US	DISH	US	US	    5525.000 	B	COM	-	   35685	   35791	  0.01 	GEO/D
S33244	2008-036A	SAR-Lupe 5	2008 Jul 22 0240:09	RU	BWB	D	D	     770.000 	D	IMG-R	-	     470	     501	 98.15 	LLEO/S
S33274	2008-038A	Superbird C2	2008 Aug 14 2044	F	SCCJ	J	J	    4820.000 	B	COM	-	   35762	   35982	  0.15 	GEO/D
S33275	2008-038B	AMC 21	2008 Aug 14 2044	F	SESSL/SESG	UK	UK	    2473.000 	B	COM	-	   35707	   35784	  0.01 	GEO/D
S33278	2008-039A	Inmarsat 4 F3	2008 Aug 18 2243:00	RU	INMRL	UK	UK	    5958.000 	B	COM	-	   35597	   35772	  3.09 	GEO/ID
S33331	2008-042A	GeoEye-1	2008 Sep  6 1850:57	US	GEYE	US	US	    1923.000 	BD	IMG	-	     671	     686	 98.13 	LEO/S
S33373	2008-044A	Nimiq 4	2008 Sep 19 2148:00	RU	TCANL	CA	CA	    4850.000 	B	COM	-	   35705	   35789	  0.03 	GEO/D
S33376	2008-045A	Galaxy 19	2008 Sep 24 0927:59	US	INTELD	US	US*	    4640.000 	B	COM	-	   35643	   35812	  0.08 	GEO/D
S33396	2008-049A	Thaichote	2008 Oct  1 0637:21	RU	GISTDA	T	T	     750.000 	C	IMG	-	     672	     692	 98.80 	LEO/S
S33401	2008-051A	IBEX	2008 Oct 19 1747:23	US	GSFC	US	US	     107.000 	C	AST	-	   12260	  304347	 21.38 	DSO
S33408	2008-053A	Shi Jian 6/3B	2008 Oct 25 0115:04	CN	CASC	CN	CN	    1000.000 	D	SIG	-	     582	     604	 97.74 	LLEO/S
S33412	2008-054A	COSMO 3	2008 Oct 25 0228:25	US	ASI	I	I	    1900.000 	D	IMG-R	-	     621	     624	 97.86 	LEO/S
S33436	2008-057A	Astra 1M	2008 Nov  5 2044:20	RU	SESA	L	L	    5345.000 	B	COM	-	   35776	   35797	  0.16 	GEO/S
S33459	2008-065A	Hot Bird 9	2008 Dec 20 2235:14	F	EUTSA	F	F	    4880.000 	B	COM	-	   35763	   35808	  0.06 	GEO/S
S33490	2009-001A	USA 202	2009 Jan 18 0247:00	US	NROC	US	US	    5000.000 	D	SIG*	-	   35730	   35840	  0.00 	GEO/S
S33492	2009-002A	Ibuki	2009 Jan 23 0354	J	JAXA	J	J	    1750.000 	C	EOSCI	-	     668	     672	 98.03 	LEO/S
S33498	2009-002G	Kukai	2009 Jan 23 0354	J	KAGA	J	J	       7.000 	A	TECH	-	     647	     666	 98.03 	LEO/S
S33499	2009-002H	Kiseki	2009 Jan 23 0354	J	KOUKO	J	J	       3.000 	A	TECH	-	     650	     666	 98.03 	LEO/S
S33595	2009-007A	Ekspress AM-44	2009 Feb 11 0003:00	RU	KS	RU	RU	    2532.000 	B	COM	-	   35657	   37521	  0.22 	GEO/D
S33749	2009-008A	NSS 9	2009 Feb 12 2209	F	SESSL/SESNS	UK	UK	    2290.000 	B	COM	-	   35703	   35779	  0.05 	GEO/D
S33750	2009-008B	Atlantic Bird 4A	2009 Feb 12 2209	F	EUTSA	F	F	    4892.000 	B	COM	-	   35540	   35812	  0.07 	GEO/D
S34111	2009-009A	Telstar 11N	2009 Feb 26 1829:55	RU	TSKY	CA	[CA]	    4010.000 	B	COM	-	   35777	   35798	  0.01 	GEO/S
S34661	2009-014A	GPS IIR-20(M)	2009 Mar 24 0834:00	US	AFSMC	US	US	    2032.000 	D	NAV	-	   20035	   20327	 55.94 	MEO
S34713	2009-017A	WGS SV-2	2009 Apr  4 0031:00	US	AFSMC	US	US	    5768.000 	D	COM	-	   35780	   35790	  0.10 	GEO/S
S34810	2009-020A	SICRAL 1B	2009 Apr 20 0815:59	US	TELED	I	I	    3038.000 	D	COM	-	   35692	   35780	  0.05 	GEO/D
S34903	2009-023A	STSS-ATRR	2009 May  5 2024:26	US	MDA	US	US	    2000.000 	D	EW*	-	     867	     878	 98.95 	LEO/S
S34941	2009-027A	Protostar 2	2009 May 16 0057:38	RU	PROTO	BM	[UK]	    3905.000 	B	COM	-	   35784	   35788	  0.04 	GEO/S
S35315	2009-031A	Lunar Reconnaissance Orbiter	2009 Jun 18 2132:00	US	GSFC	US	US	    1916.000 	C	PLAN	E	     194	  353700	 28.20 	CLO
S35362	2009-032A	Measat 3A	2009 Jun 21 2150:00	RU	MEAS	MY	MY	    2366.000 	B	COM	-	   35785	   35789	  0.02 	GEO/S
S35491	2009-033A	GOES 14	2009 Jun 27 2251:00	US	NOAA	US	US	    3209.000 	C	MET	-	   35783	   35790	  0.41 	GEO/S
S35493	2009-034A	Sirius FM-5	2009 Jun 30 1910:00	RU	SIRX	US	US	    5820.000 	B	COM	-	   35005	   35774	  0.26 	GEO/D
S35496	2009-035A	Terrestar 1	2009 Jul  1 1752	F	TERRE	US	US	    6910.000 	B	COM	-	   35707	   35870	  5.94 	GEO/I
S35498	2009-036A	Kosmos-2451	2009 Jul  6 0126:34	RU	KVR	RU	RU	     225.000 	D	COM	-	    1498	    1507	 82.49 	LEO/I
S35500	2009-036C	Kosmos-2453	2009 Jul  6 0126:34	RU	KVR	RU	RU	     225.000 	D	COM	-	    1496	    1505	 82.49 	LEO/I
S35635	2009-039A	Kosmos-2454	2009 Jul 21 0357:43	RU	VMFR	RU	RU	     708.000 	D	NAV	-	     917	     943	 82.96 	LEO/I
S35681	2009-041A	Deimos-1	2009 Jul 29 1846:29	RU	DEIMOS	E	E	      90.000 	B	IMG	-	     634	     677	 98.13 	LEO/S
S35696	2009-042A	Asiasat 5	2009 Aug 11 1947:33	RU	ASIA	HK	CN	    3760.000 	B	COM	-	   35676	   35869	  0.08 	GEO/D
S35752	2009-043A	GPS IIR-21(M)	2009 Aug 17 1035:00	US	AFSMC	US	US	    2032.000 	D	NAV	-	   20101	   20265	 54.40 	MEO
S35755	2009-044A	JCSAT RA	2009 Aug 21 2209	F	SKPJ	J	J	    4050.000 	B	COM	-	   35764	   35809	  0.10 	GEO/S
S35756	2009-044B	Optus D3	2009 Aug 21 2209	F	OPTS	AU	AU	    2475.000 	B	COM	-	   35773	   35800	  0.00 	GEO/S
S35815	2009-047A	NEMESIS 1	2009 Sep  8 2135:00	US	NROC?	US	US	    3000.000 	D	SIG*	-	   35782	   35791	  0.06 	GEO/S
S35865	2009-049A	Meteor-M No. 1	2009 Sep 17 1555:07	RU	RGMS/VNIEMR	RU	RU	    2755.000 	C	MET/IMG-R	Z	     816	     821	 98.80 	LEO/S
S35873	2009-050A	Nimiq 5	2009 Sep 17 1919:19	RU	TCANL	CA	CA	    4745.000 	B	COM	-	   35780	   35793	  0.02 	GEO/S
S35932	2009-051B	SwissCube	2009 Sep 23 0621	IN	EPFL	CH	[CH]	       1.000 	A	IMG	-	     713	     723	 98.34 	LEO/S
S35933	2009-051C	BEESAT	2009 Sep 23 0621	IN	TUB	D	D	       1.000 	A	TECH	-	     714	     723	 98.33 	LEO/S
S35935	2009-051E	ITUpSAT-1	2009 Sep 23 0621	IN	ITUTR	TR	[TR]	       1.000 	A	IMG	-	     712	     721	 98.31 	LEO/S
S35942	2009-054A	Amazonas-2	2009 Oct  1 2159	F	HISPM/HISP	BR	BR	    5465.000 	B	COM	-	   35423	   35838	  0.07 	GEO/D
S35943	2009-054B	COMSATBw-1	2009 Oct  1 2159	F	ITBW	D	D	    2440.000 	D	COM	-	   35775	   35796	  0.01 	GEO/S
S35946	2009-055A	WorldView-2	2009 Oct  8 1851:01	US	DGLO	US	US	    2615.000 	B	IMG	-	     765	     769	 98.58 	LEO/S
S35951	2009-057A	DMSP F-18	2009 Oct 18 1612:01	US	AFSMC	US	US	    1217.000 	D	MET	-	     843	     857	 98.93 	LEO/S
S36032	2009-058A	NSS 12	2009 Oct 29 2000	F	SESSL	UK	UK	    5622.000 	B	COM	-	   35743	   35802	  0.04 	GEO/D
S36033	2009-058B	Thor 6	2009 Oct 29 2000	F	TNOR	N	N	    3050.000 	B	COM	-	   35677	   35802	  0.03 	GEO/D
S36036	2009-059A	SMOS	2009 Nov  2 0150:51	RU	ESA	I-ESA	I-ESA	     658.000 	C	EOSCI	-	     758	     760	 98.45 	LEO/S
S36037	2009-059B	PROBA-2	2009 Nov  2 0150:51	RU	ESA	I-ESA	I-ESA	     130.000 	C	TECH	-	     710	     728	 98.31 	LEO/S
S36086	2009-060A	Poisk	2009 Nov 10 1422:04	RU	RKKE	RU	RU	    7105.000 	C	SS	U	     336	     344	 51.65 	LLEO/I
S36097	2009-064A	Intelsat IS-14	2009 Nov 23 0655:00	US	INTELD	US	US*	    5663.000 	B	COM	-	   35092	   36794	  0.05 	GEO/D
S36101	2009-065A	Eutelsat W7	2009 Nov 24 1419:10	RU	EUTSA	F	F	    5627.000 	B	COM	-	   35785	   35787	  0.07 	GEO/S
S36106	2009-067A	Intelsat IS-15	2009 Nov 30 2100:00	RU	INTELD	US	US*	    2484.000 	B	COM	-	   35737	   35797	  0.05 	GEO/D
S36108	2009-068A	WGS SV-3	2009 Dec  6 0147:00	US	AFSMC	US	US	    5768.000 	D	COM	-	   35780	   35800	  0.10 	GEO/S
S36111	2009-070A	Kosmos-2456	2009 Dec 14 1038:27	RU	KVR/IACG	RU	RU	    1450.000 	D	NAV	-	   19128	   19132	 64.81 	MEO
S36112	2009-070B	Kosmos-2457	2009 Dec 14 1038:27	RU	KVR/IACG	RU	RU	    1450.000 	D	NAV	-	   19125	   19135	 64.79 	MEO
S36122	2009-072B	Hope-OSCAR-68	2009 Dec 15 0231:05	CN	CAMSAT	CN	CN	      50.000 	A	COM	-	    1193	    1204	100.50 	LEO/S
S36131	2009-075A	DirecTV 12	2009 Dec 29 0022:00	RU	DTV	US	US	    5900.000 	B	COM	-	   33113	   38484	  0.20 	GEO/NS
S36287	2010-001A	Beidou DW 3	2010 Jan 16 1612:04	CN	CNSA	CN	CN	    3060.000 	D	NAV	-	   35600	   35972	  1.80 	GEO/S
S36395	2010-005A	Solar Dynamics Observatory	2010 Feb 11 1523:00	US	GSFC	US	US	    3100.000 	C	AST	-	   35781	   35790	 28.10 	GEO/T
S36397	2010-006A	Intelsat IS-16	2010 Feb 12 0039:40	RU	INTELU	US	US	    2056.000 	B	COM	-	   35909	   36285	  0.13 	GEO/D
S36401	2010-007B	Kosmos-2461	2010 Mar  1 2119:44	RU	KVR/IACG	RU	RU	    1450.000 	D	NAV	-	   19131	   19132	 64.76 	MEO
S36402	2010-007C	Kosmos-2460	2010 Mar  1 2119:44	RU	KVR/IACG	RU	RU	    1450.000 	D	NAV	-	   19128	   19287	 64.77 	MEO
S36411	2010-008A	GOES 15	2010 Mar  4 2357:00	US	NOAA	US	US	    3215.000 	C	MET	-	   35778	   35789	  0.46 	GEO/S
S36499	2010-010A	Echostar XIV	2010 Mar 20 1826:57	RU	DISH	US	US	    6379.000 	B	COM	-	   35760	   35786	  0.07 	GEO/D
S36508	2010-013A	CRYOSAT 2	2010 Apr  8 1357:05	RU	ESA	I-ESA	I-ESA	     720.000 	C	EOSCI	-	     710	     726	 92.02 	LEO/P
S36516	2010-016A	SES-1	2010 Apr 24 1119:00	RU	SESSL	UK	US*	    2561.000 	B	COM	-	   35664	   35780	  0.07 	GEO/D
S36519	2010-017A	Kosmos-2463	2010 Apr 27 0105:09	RU	VMFR	RU	RU	     820.000 	D	NAV	-	     969	    1020	 82.96 	LEO/I
S36581	2010-021A	Astra 3B	2010 May 21 2201	F	SESSL	UK	UK	    5471.000 	B	COM	-	   35765	   35806	  0.08 	GEO/S
S36582	2010-021B	COMSATBw-2	2010 May 21 2201	F	ITBW	D	D	    2440.000 	D	COM	-	   35780	   35793	  0.08 	GEO/S
S36585	2010-022A	GPS IIF-1	2010 May 28 0300:00	US	AFSMC	US	US	    1630.000 	D	NAV	-	   20443	   20481	 54.98 	MEO
S36590	2010-024A	Beidou DW 4	2010 Jun  2 1553:04	CN	CNSA	CN	CN	    3060.000 	D	NAV	-	   35777	   35794	  1.83 	GEO/S
S36592	2010-025A	Badr 5	2010 Jun  3 2200:08	RU	ARAB	I-ARAB	[I-ARAB]	    5420.000 	B	COM	-	   35777	   35797	  0.07 	GEO/S
S36605	2010-030A	Tandem-X	2010 Jun 21 0214:08	RU	DLR2/EASF	D	D	    1341.000 	CB	IMG-R	-	     497	     510	 97.45 	LLEO/S
S36608	2010-031A	'Ofeq-9	2010 Jun 22 1900?	IL	DDRD/U9900	IL	[IL]	     300.000 	D	IMG	-	     343	     586	141.78 	LLEO/R
S36744	2010-032A	Cheollian	2010 Jun 26 2141	F	KARI	KR	KR	    2461.000 	C	COM/MET	-	   35783	   35790	  0.01 	GEO/S
S36745	2010-032B	Arabsat 5A	2010 Jun 26 2141	F	ARAB	I-ARAB	[I-ARAB]	    4839.000 	B	COM	-	   35601	   35633	  0.03 	GEO/D
S36792	2010-034A	Echostar XV	2010 Jul 10 1840:36	RU	DISH	US	US	    5521.000 	B	COM	-	   35790	   35806	  0.04 	GEO/D
S36795	2010-035A	Cartosat 2B	2010 Jul 12 0352	IN	ISRO	IN	IN	     694.000 	D	IMG	-	     622	     640	 98.15 	LEO/S
S36798	2010-035D	ALSAT-2A	2010 Jul 12 0352	IN	ASAL	DZ	DZ	     116.000 	C	IMG	-	     621	     638	 98.14 	LEO/S
