#JCAT	Piece	Name	LDate	GDate	ODate	Period	Perigee	PF	Apogee	AF	Inc	IF	OType	Longitude	DriftRate	TDate	TF	Flags
# Updated 2025 Aug  5 0507:15
S20696	1990-061D	Blok DM-2 No. 24L	1990 Jul 18	1990 Jul 19 0400	2025 Aug  3 2154:	    1434.932 	   35619.9 	 	   35907.7 	 	 12.94 	 	GEO/ID	 50.55E	 +   0.286E	1990 Jul 18 2146:00	R	-
S20693	1990-061A	Kosmos-2085	1990 Jul 18	1990 Jul 19 0420	2025 Aug  3 2020:	    1436.097 	   35740.4 	 	   35832.8 	 	 12.98 	 	GEO/I	 80.10E	 +   0.007W	1995 Jan?	P	-
S20706	1990-063B	Kopernikus 2	1990 Jul 24	1990 Jul 30 0720	2025 Aug  4 0428:	    1446.462 	   35969.0 	 	   36009.5 	 	 14.46 	 	GEO/ID	 11.27W	 +   2.594W	2001 Aug 17	P	-
S20705	1990-063A	TDF 2	1990 Jul 24	1990 Jul 31     	2025 Aug  4 1310:	    1460.308 	   36088.2 	 	   36430.2 	 	 15.17 	 	GEO/ID	 18.13E	 +   5.992W	1999 May 26	P	-
S20762	1990-074A	Thor 1	1990 Aug 18	1990 Aug 19     	2025 Aug  4 0653:	    1451.456 	   36066.7 	 	   36106.7 	 	 14.41 	 	GEO/ID	136.55E	 +   3.827W	2003 Jan  6	P	-
S20771	1990-077A	Yuri 3A	1990 Aug 28	1990 Aug 30 0021	2025 Aug  4 0159:	    1457.277 	   36150.9 	 	   36249.5 	 	 15.60 	 	GEO/ID	173.41W	 +   5.254W	1998 Apr 20	P	-
S20776	1990-079A	Skynet 4C	1990 Aug 30	1990 Sep  2 1930	2025 Aug  4 1314:	    1436.110 	   35774.3 	 	   35799.4 	 	 13.44 	 	GEO/I	 33.07E	 +   0.010W	*	P	-
S20777	1990-079B	Eutelsat II F-1	1990 Aug 30	1990 Sep  4 0800	2025 Aug  4 1139:	    1449.510 	   36027.4 	 	   36070.1 	 	 14.87 	 	GEO/ID	 83.17W	 +   3.348W	2004 Jan	P	-
S20872	1990-091A	SBS 6	1990 Oct 12	1990 Oct 14 1600	2025 Aug  4 0924:	    1454.646 	   36111.2 	 	   36186.6 	 	 12.16 	 	GEO/ID	 52.27W	 +   4.610W	2009 Feb 19	P	-
S20873	1990-091B	Galaxy 6	1990 Oct 12	1990 Oct 17 1530	2025 Aug  4 1129:	    1443.515 	   35907.0 	 	   35956.4 	 	 13.81 	 	GEO/ID	 90.40W	 +   1.862W	2003 Jan 15	P	-
S20926	1990-094D	Blok DM-2 No. 35L	1990 Nov  3	1990 Nov  3 2300	2025 Aug  4 0106:	    1427.797 	   35475.1 	 	   35772.8 	 	 12.80 	 	GEO/ID	  3.60E	 +   2.091E	1990 Nov  3 1440:00	R	-
S20923	1990-094A	Gorizont	1990 Nov  3	1990 Nov  3 2320	2025 Aug  3 1712:	    1435.790 	   35751.4 	 	   35809.8 	 	 13.04 	 	GEO/I	143.78E	 +   0.070E	2000 Mar?	P	-
S20918	1990-093A	INMARSAT II F-1	1990 Oct 30	1990 Nov  4 1200	2025 Aug  4 1138:	    1456.373 	   36160.1 	 	   36205.0 	 	 12.88 	 	GEO/ID	133.02W	 +   5.033W	2013 Apr 20	P	-
S20932	1990-095D	IUS-6 SRM-2	1990 Nov 13	1990 Nov 13 0700	2025 Aug  4 0746:	    1450.845 	   36055.1 	 	   36094.4 	 	 14.07 	 	GEO/ID	 85.31W	 +   3.677W	1990 Nov 13 0037:02	R	-
S20929	1990-095A	DSP F15	1990 Nov 13	1990 Nov 13 0700	2025 Aug  4 0740:	    1463.455 	   36299.1 	 	   36341.7 	 	 14.20 	 	GEO/ID	 77.47W	 +   6.755W	2005?	P	-
A04902	1990-095	DSP 15 Aperture Cover	1990 Nov 13	1990 Nov 14?    	1990 Nov 14	    1436.015 	   35780.0 	?	   35790.0 	?	  1.00 	?	GEO/S	-	-	1990 Nov 13 0037:02	C	-
S20963	1990-097B	USA 67	1990 Nov 15	1990 Nov 16     	2022 Feb 27 1541:	    1460.722 	   36217.3 	 	   36317.2 	 	 15.66 	 	GEO/ID	 45.45W	 +   6.093W	2005?	P	-
S21046	1990-102D	Blok DM-2 No. 45L	1990 Nov 23	1990 Nov 23 1940	2025 Aug  4 0200:	    1471.381 	   36387.7 	 	   36561.2 	 	 14.12 	 	GEO/ID	167.62W	 +   8.664W	1990 Nov 23 1322:00	R	-
S20953	1990-102A	Gorizont	1990 Nov 23	1990 Nov 23 2000	2025 Aug  3 2019:	    1434.383 	   35740.8 	 	   35765.3 	 	 13.02 	 	GEO/ID	 76.02E	 +   0.424E	2000 Sep 22	P	-
S20945	1990-100A	Satcom C1	1990 Nov 20	1990 Nov 23 2015	2025 Aug  3 2121:	    1451.866 	   36041.7 	 	   36147.6 	 	 13.16 	 	GEO/ID	 99.20E	 +   3.928W	2005 Apr 21	P	-
S20946	1990-100B	Gstar 4	1990 Nov 20	1990 Nov 23 2015	2025 Aug  4 0605:	    1452.382 	   36091.0 	 	   36118.5 	 	 14.06 	 	GEO/ID	 29.77W	 +   4.055W	2004 Feb  2	P	-
A04917	1990-100	Solar array restraint cable	1990 Nov 20	1990 Nov 24?    	1990 Nov 24	    1449.319 	   35694.0 	 	   36396.0 	 	  0.18 	 	GEO/D	-	-	1990 Nov 20 2311:00	C	-
A04918	1990-100	Solar array restraint cable	1990 Nov 20	1990 Nov 24?    	1990 Nov 24	    1421.174 	   35268.0 	 	   35720.0 	 	  0.06 	 	GEO/D	-	-	1990 Nov 20 2311:00	C	-
S21019	1990-112D	Blok DM-2 No. 48L	1990 Dec 20	1990 Dec 20 1800	2025 Aug  3 1843:	    1439.766 	   35741.7 	 	   35975.1 	 	 13.18 	 	GEO/ID	102.36E	 +   0.927W	1990 Dec 20 1135:00	R	-
S21016	1990-112A	Raduga	1990 Dec 20	1990 Dec 20 1820	2025 Aug  4 0824:	    1436.256 	   35770.8 	 	   35808.6 	 	 13.12 	 	GEO/I	 95.97E	 +   0.047W	1993 Oct	P	-
S21041	1990-116D	Blok DM-2 No. 46L	1990 Dec 27	1990 Dec 27 1730	2025 Aug  4 0248:	    1470.228 	   36315.4 	 	   36588.7 	 	 14.16 	 	GEO/ID	  0.31W	 +   8.387W	1990 Dec 27 1108:00	R	-
S21038	1990-116A	Raduga-1	1990 Dec 27	1990 Dec 27 1750	2025 Aug  4 0821:	    1435.346 	   35747.6 	 	   35796.2 	 	 13.16 	 	GEO/ID	 86.50E	 +   0.182E	1996 Jun	P	-
S21047	1991-001A	NATO IVA	1991 Jan  8	1991 Jan 10 0100	2025 Aug  4 1106:	    1465.134 	   36325.2 	 	   36380.9 	 	 13.06 	 	GEO/ID	158.78W	 +   7.161W	2007 Aug 23	P	-
S21056	1991-003B	Eutelsat II F-2	1991 Jan 15	1991 Jan 20 1000	2025 Aug  4 0201:	    1455.384 	   36136.4 	 	   36190.2 	 	 14.81 	 	GEO/ID	165.43W	 +   4.791W	2005 Dec 26?	P	-
S21055	1991-003A	Italsat 1	1991 Jan 15	1991 Jan 25?    	2025 Aug  4 1221:	    1440.482 	   35823.7 	 	   35921.1 	 	 14.63 	 	GEO/ID	152.82W	 +   1.106W	2001 Jan	P	-
S21129	1991-010F	Blok DM-2 No. 38L	1991 Feb 14	1991 Feb 14 1450	2025 Aug  4 0425:	    1437.916 	   35742.8 	 	   35901.6 	 	 13.37 	 	GEO/ID	 21.59W	 +   0.464W	1991 Feb 14 0831:56	R	-
S21111	1991-010A	Kosmos-2133	1991 Feb 14	1991 Feb 14 1510	2025 Aug  4 1000:	    1435.927 	   35752.1 	 	   35814.4 	 	 13.46 	 	GEO/I	 72.19E	 +   0.035E	1995 May	P	-
S21135	1991-014D	Blok DM-2 No. 49L	1991 Feb 28	1991 Feb 28 1150	2025 Aug  4 1111:	    1392.218 	   34816.3 	 	   35030.3 	 	 12.23 	 	GEO/ID	103.55W	 +  11.370E	1991 Feb 28 0530:00	R	-
S21132	1991-014A	Raduga	1991 Feb 28	1991 Feb 28 1210	2025 Aug  4 1310:	    1435.804 	   35773.3 	 	   35788.4 	 	 13.64 	 	GEO/I	 18.92E	 +   0.066E	1998 May	P	-
S21140	1991-015B	Meteosat 5	1991 Mar  2	1991 Mar  4 1334	2025 Aug  3 1535:	    1462.617 	   36260.0 	 	   36348.2 	 	 14.76 	 	GEO/ID	164.11E	 +   6.553W	2007 Apr 19	P	-
S21904	1991-015E	Mage 1	1991 Mar  2	1991 Mar  4 1339	2025 Aug  3 2256:	    1438.160 	   35160.9 	 	   36493.1 	 	 12.54 	 	GEO/ID	 43.58E	 +   0.525W	1991 Mar  2 2336:00	C	-
S21139	1991-015A	Astra 1B	1991 Mar  2	1991 Mar  8 1100	2025 Aug  4 1009:	    1461.784 	   36251.9 	 	   36323.9 	 	 12.97 	 	GEO/ID	105.81E	 +   6.350W	2006 Jul  5	P	-
S21149	1991-018A	INMARSAT II F-2	1991 Mar  8	1991 Mar 13?    	2025 Aug  3 1719:	    1458.577 	   36215.4 	 	   36235.6 	 	 12.60 	 	GEO/ID	167.86E	 +   5.571W	2014 Dec 14	P	-
A04956	1991-015	Meteosat 5 MVIRI cover	1991 Mar  2	1991 Apr  3     	1991 Apr  3	    1435.734 	   35770.0 	 	   35789.0 	 	  1.14 	 	GEO/S	-	-	1991 Mar  2 2336:00	C	-
A04957	1991-015	Meteosat 5 cooler cover	1991 Mar  2	1991 Apr  3     	1991 Apr  3	    1435.734 	   35770.0 	 	   35789.0 	 	  1.14 	 	GEO/S	-	-	1991 Mar  2 2336:00	C	-
S21222	1991-026A	Anik E2	1991 Apr  4	1991 Apr 11 1800	2025 Aug  3 1720:	    1452.607 	   36087.1 	 	   36131.2 	 	 13.82 	 	GEO/ID	172.01E	 +   4.110W	2005 Nov 25	P	-
S21227	1991-028A	Spacenet 4	1991 Apr 13	1991 Apr 17 1920	2025 Aug  4 0920:	    1446.267 	   35966.2 	 	   36004.6 	 	 13.48 	 	GEO/ID	 67.22W	 +   2.546W	2006 Apr  6	P	-
A04986	1991-028	Solar array restraint cable	1991 Apr 13	1991 Apr 18?    	1991 Apr 18	    1436.552 	   35531.0 	 	   36060.0 	 	  0.68 	 	GEO/D	-	-	1991 Apr 13 0009:00	C	-
S21392	1991-037A	Satcom C5	1991 May 29	1991 Jun  1 0010	2025 Aug  4 0339:	    1454.248 	   36122.4 	 	   36159.9 	 	 14.56 	 	GEO/ID	178.06E	 +   4.513W	2001 Mar 8	P	-
A05008	1991-037	Solar array restraint cable	1991 May 29	1991 Jun  2?    	1991 Jun  2	    1400.276 	   34658.0 	 	   35507.0 	 	  0.17 	 	GEO/D	-	-	1991 May 29 2255:00	C	-
S21536	1991-046D	Blok DM-2 No. 50L	1991 Jul  1	1991 Jul  2 0410	2025 Aug  3 1843:	    1426.673 	   35532.4 	 	   35671.5 	 	 13.10 	 	GEO/ID	100.12E	 +   2.377E	1991 Jul  1 2153:00	R	-
S21533	1991-046A	Gorizont	1991 Jul  1	1991 Jul  2 0430	2025 Aug  3 1844:	    1455.897 	   36148.6 	 	   36197.9 	 	 13.97 	 	GEO/ID	106.05E	 +   4.916W	1992 Jun 24	P	-
S21639	1991-054B	TDRS 5	1991 Aug  2	1991 Aug  3 0332	2025 Aug  4 0200:	    1436.158 	   35747.5 	 	   35828.1 	 	 14.11 	 	GEO/I	167.58W	 +   0.023W	*	P	-
S21641	1991-054D	IUS-15 SRM-2	1991 Aug  2	1991 Aug  3 0332	2025 Aug  4 1220:	    1435.026 	   35619.0 	 	   35912.3 	 	 14.10 	 	GEO/ID	158.26W	 +   0.262E	1991 Aug  2 1502:00	C	-
S21653	1991-055A	INTELSAT 605	1991 Aug 14	1991 Aug 20 1240	2025 Aug  4 1008:	    1449.806 	   36040.5 	 	   36068.6 	 	 13.24 	 	GEO/ID	101.45E	 +   3.421W	2009 Jan 23	P	-
S21668	1991-060A	Yuri 3B	1991 Aug 25	1991 Aug 27 0029	2025 Aug  4 0745:	    1457.610 	   36175.6 	 	   36237.7 	 	 13.39 	 	GEO/ID	 73.35W	 +   5.335W	1999 Apr  5	P	-
S21703	1991-064B	Blok DM-2 No. 54L	1991 Sep 13	1991 Sep 14 0620	2025 Aug  3 2020:	    1441.707 	   35893.6 	 	   35899.1 	 	 13.58 	 	GEO/ID	 80.02E	 +   1.412W	1991 Sep 13 1751:02	R	-
S21702	1991-064A	Kosmos-2155	1991 Sep 13	1991 Sep 14 0640	2025 Aug  4 0559:	    1437.226 	   35795.4 	 	   35822.0 	 	 13.38 	 	GEO/ID	 52.74W	 +   0.291W	1992 Jun	P	-
S21726	1991-067A	Anik E1	1991 Sep 26	1991 Sep 30 2030	2025 Aug  3 2344:	    1452.027 	   36061.6 	 	   36134.1 	 	 13.86 	 	GEO/ID	 76.12E	 +   3.967W	2005 Jan 18	P	-
S21762	1991-074D	Blok DM-2 No. 55L	1991 Oct 23	1991 Oct 23 2155	2025 Aug  4 1442:	    1444.220 	   35930.6 	 	   35960.3 	 	 13.68 	 	GEO/ID	130.56E	 +   2.038W	1991 Oct 23 1525:00	R	-
S21759	1991-074A	Gorizont	1991 Oct 23	1991 Oct 23 2215	2025 Aug  3 1400:	    1462.744 	   36214.8 	 	   36398.4 	 	 14.23 	 	GEO/ID	169.08W	 +   6.583W	1998 Jun	P	-
S21765	1991-075A	INTELSAT 601	1991 Oct 29	1991 Nov  2     	2025 Aug  4 0919:	    1445.940 	   35975.2 	 	   35982.9 	 	 13.07 	 	GEO/ID	 69.39W	 +   2.464W	2011 Nov  4	P	-
S21792	1991-079D	Blok DM-2 No. 51L	1991 Nov 22	1991 Nov 22 2000	2025 Aug  4 0756:	    1460.193 	   36227.9 	 	   36286.0 	 	 14.24 	 	GEO/ID	 67.05W	 +   5.964W	1991 Nov 22 1327:00	R	-
S21789	1991-079A	Kosmos-2172	1991 Nov 22	1991 Nov 22 2020	2025 Aug  4 0245:	    1436.214 	   35784.9 	 	   35792.9 	 	 13.50 	 	GEO/I	  9.35W	 +   0.037W	1995 Nov?	P	-
S21807	1991-080D	IUS-14 SRM-2	1991 Nov 24	1991 Nov 25 1216	2025 Aug  3 1457:	    1421.861 	   35425.7 	 	   35589.3 	 	 13.69 	 	GEO/ID	168.34E	 +   3.607E	1991 Nov 24 2344:00	C	-
S21805	1991-080B	DSP F16	1991 Nov 24	1991 Nov 25 1239	2025 Aug  3 1536:	    1451.742 	   36069.6 	 	   36114.9 	 	 14.18 	 	GEO/ID	167.90E	 +   3.897W	2016 Nov?	P	-
A05069	1991-080	DSP 16 Aperture Cover	1991 Nov 24	1991 Nov 26?    	2016 Jan  1 0000:	    1422.071 	   35125.5 	 	   35897.7 	 	 14.45 	 	GEO/ID	168.83E	 +   3.553E	1991 Nov 24 2344:00	C	-
S21803	1991-083A	Eutelsat II F-3	1991 Dec  7	1991 Dec 13?    	2025 Aug  4 1230:	    1450.211 	   36049.4 	 	   36075.4 	 	 14.71 	 	GEO/ID	123.08W	 +   3.520W	2003 Dec	P	-
S21814	1991-084B	INMARSAT II F-3	1991 Dec 16	1991 Dec 22 2350	2025 Aug  4 0341:	    1499.026 	   36944.4 	 	   37074.6 	 	 13.86 	 	GEO/ID	172.79W	 +  15.161W	2006 Jul	P	-
S21813	1991-084A	Telecom 2A	1991 Dec 16	1991 Dec 23 1000	2025 Aug  4 0340:	    1455.229 	   36140.3 	 	   36180.2 	 	 14.45 	 	GEO/ID	178.37W	 +   4.753W	2005 Nov  1	P	-
S21824	1991-087D	Blok DM-2 No. 52L	1991 Dec 19	1991 Dec 19 1810	2025 Aug  4 1222:	    1469.093 	   36368.2 	 	   36491.8 	 	 14.56 	 	GEO/ID	151.41W	 +   8.115W	1991 Dec 19 1141:00	R	-
S21821	1991-087A	Raduga	1991 Dec 19	1991 Dec 19 1830	2025 Aug  3 2337:	    1437.147 	   35778.8 	 	   35835.5 	 	 13.60 	 	GEO/ID	 51.22E	 +   0.271W	2001 Feb?	P	-
S21877	1992-006C	IABS-1	1992 Feb 11	1992 Feb 12 2300	2025 Aug  4 0718:	    1299.788 	   30500.3 	 	   35648.6 	 	  7.92 	 	MEO	 99.08W	 +  37.849E	1992 Feb 11 0041:02	C	-
S21873	1992-006A	DSCS III B-14	1992 Feb 11	1992 Feb 12 2300	2025 Aug  4 0250:	    1453.915 	   36120.9 	 	   36148.4 	 	 14.72 	 	GEO/ID	  8.24E	 +   4.431W	2004?	P	-
S25000	1968-081G	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  4 1219:	    1425.308 	   35098.5 	 	   36051.8 	 	  1.38 	 	GEO/D	162.39W	 +   2.725E	1968 Sep 26 0737:01	D	-
S25001	1968-081H	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  4 1225:	    1416.003 	   35124.0 	 	   35660.7 	 	  1.40 	 	GEO/D	140.45W	 +   5.115E	1968 Sep 26 0737:01	D	-
S30000	1968-081J	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  4 1331:	    1426.944 	   35153.3 	 	   36061.2 	 	  1.40 	 	GEO/D	 92.69E	 +   2.308E	1968 Sep 26 0737:01	D	-
S33509	1968-081K	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  4 1237:	    1410.524 	   35030.6 	 	   35538.4 	 	  1.22 	 	GEO/D	 98.39W	 +   6.537E	1968 Sep 26 0737:01	D	-
S33510	1968-081L	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  4 0609:	    1414.060 	   35085.1 	 	   35623.2 	 	  1.39 	 	GEO/D	 16.38W	 +   5.618E	1968 Sep 26 0737:01	D	-
S33511	1968-081M	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  4 1221:	    1428.936 	   35136.8 	 	   36155.8 	 	  1.30 	 	GEO/D	153.17W	 +   1.802E	1968 Sep 26 0737:01	D	-
S33512	1968-081N	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  3 0521:	    1427.098 	   35042.4 	 	   36178.1 	 	  1.49 	 	GEO/D	  2.45W	 +   2.269E	1968 Sep 26 0737:01	D	-
S33513	1968-081P	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  4 0918:	    1420.169 	   35120.2 	 	   35828.3 	 	  1.44 	 	GEO/D	 75.69W	 +   4.041E	1968 Sep 26 0737:01	D	-
S38690	1968-081Q	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  4 1147:	    1449.773 	   34991.3 	 	   37116.4 	 	  1.69 	 	GEO/D	129.87W	 +   3.412W	1968 Sep 26 0737:01	D	-
S38691	1968-081R	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  4 0846:	    1429.838 	   34855.7 	 	   36472.3 	 	  1.80 	 	GEO/D	 45.63W	 +   1.573E	1968 Sep 26 0737:01	D	-
S38692	1968-081S	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  3 0541:	    1451.376 	   34791.8 	 	   37378.5 	 	  1.75 	 	GEO/D	 36.90W	 +   3.807W	1968 Sep 26 0737:01	D	-
S38693	1968-081T	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  3 0339:	    1400.441 	   34607.6 	 	   35563.9 	 	  2.28 	 	GEO/D	 56.82E	 +   9.183E	1968 Sep 26 0737:01	D	-
S38694	1968-081U	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Apr 16 1854:	    1391.204 	   34539.3 	 	   35267.2 	 	  0.84 	 	GEO/D	128.79W	 +  11.641E	1968 Sep 26 0737:01	D	-
S38695	1968-081V	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Jul 30 0919:	    1448.892 	   34233.8 	 	   37839.5 	 	  1.79 	 	GEO/D	115.90W	 +   3.195W	1968 Sep 26 0737:01	D	-
S38696	1968-081W	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2024 Jul 23 0923:	    1447.306 	   35124.6 	 	   36886.8 	 	  1.73 	 	GEO/D	152.63W	 +   2.803W	1968 Sep 26 0737:01	D	-
S38697	1968-081X	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  3 2121:	    1419.150 	   31886.6 	 	   39021.9 	 	  4.78 	 	GEO/NS	128.92E	 +   4.303E	1968 Sep 26 0737:01	D	-
S38698	1968-081Y	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  4 0527:	    1379.254 	   33793.3 	 	   35539.7 	 	  2.76 	 	MEO	 38.27E	 +  14.870E	1968 Sep 26 0737:01	D	-
S38699	1968-081Z	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  4 1208:	    1427.904 	   35238.7 	 	   36013.4 	 	  1.43 	 	GEO/D	160.23E	 +   2.064E	1968 Sep 26 0737:01	D	-
S38700	1968-081AA	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  3 1417:	    1401.708 	   34610.3 	 	   35611.2 	 	  1.54 	 	GEO/D	108.86W	 +   8.849E	1968 Sep 26 0737:01	D	-
S38701	1968-081AB	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2023 Aug 23 0840:	    1423.476 	   34874.7 	 	   36203.7 	 	  1.31 	 	GEO/D	118.68W	 +   3.193E	1968 Sep 26 0737:01	D	-
S38702	1968-081AC	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Jul 26 1715:	    1408.158 	   34284.5 	 	   36191.4 	 	  0.68 	 	GEO/D	156.49E	 +   7.155E	1968 Sep 26 0737:01	D	-
S38703	1968-081AD	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  3 0953:	    1365.960 	   33407.6 	 	   35397.0 	 	  2.09 	 	MEO	 17.89W	 +  18.528E	1968 Sep 26 0737:01	D	-
S38704	1968-081AE	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  4 0201:	    1409.016 	   34395.2 	 	   36114.5 	 	  3.38 	 	GEO/ID	 81.41E	 +   6.931E	1968 Sep 26 0737:01	D	-
S38705	1968-081AF	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  3 1753:	    1410.567 	   34075.4 	 	   36495.4 	 	  2.46 	 	GEO/D	161.10W	 +   6.526E	1968 Sep 26 0737:01	D	-
S39296	1968-081AG	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  4 0307:	    1431.488 	   35047.3 	 	   36345.4 	 	  1.28 	 	GEO/D	 65.53E	 +   1.155E	1968 Sep 26 0737:01	D	-
S39297	1968-081AH	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Jul 11 0640:	    1434.654 	   34983.1 	 	   36533.6 	 	  1.38 	 	GEO/D	 30.83W	 +   0.356E	1968 Sep 26 0737:01	D	-
S39298	1968-081AJ	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Jul 25 1637:	    1437.432 	   35178.8 	 	   36446.6 	 	  1.41 	 	GEO/D	 11.66W	 +   0.343W	1968 Sep 26 0737:01	D	-
S39299	1968-081AK	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Apr  6 0348:	    1433.772 	   35073.6 	 	   36408.5 	 	  1.33 	 	GEO/D	 95.27W	 +   0.578E	1968 Sep 26 0737:01	D	-
S59978	1968-081AL	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  3 2008:	    1411.149 	   34946.2 	 	   35647.5 	 	  1.52 	 	GEO/D	154.48E	 +   6.375E	1968 Sep 26 0737:01	D	-
S59979	1968-081AM	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  1 0213:	    1393.747 	   34764.1 	 	   35142.9 	 	  1.89 	 	GEO/D	 82.80E	 +  10.961E	1968 Sep 26 0737:01	D	-
S59980	1968-081AN	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  2 1656:	    1408.305 	   35126.0 	 	   35355.7 	 	  1.17 	 	GEO/D	161.13W	 +   7.116E	1968 Sep 26 0737:01	D	-
S59981	1968-081AP	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Jan 30 0114:	    1427.013 	   34591.9 	 	   36625.3 	 	  1.49 	 	GEO/D	 59.66E	 +   2.291E	1968 Sep 26 0737:01	D	-
S59982	1968-081AQ	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Feb 11 1739:	    1446.246 	   32747.7 	 	   39222.3 	 	  1.66 	 	GEO/NS	 45.35W	 +   2.540W	1968 Sep 26 0737:01	D	-
S59983	1968-081AR	Transtage 5 debris	1968 Sep 26	1992 Feb 21     	2025 Aug  3 1003:	    1410.753 	   34438.6 	 	   36139.5 	 	  2.00 	 	GEO/D	 47.29W	 +   6.478E	1968 Sep 26 0737:01	D	-
S21893	1992-010A	Superbird B1	1992 Feb 26	1992 Mar  2 0030	2025 Aug  4 1124:	    1453.727 	   36065.8 	 	   36196.2 	 	 14.41 	 	GEO/ID	143.77W	 +   4.385W	2001 Jul 26?	P	-
S21894	1992-010B	Insat 2DT	1992 Feb 26	1992 Mar  2 0030	2025 Aug  4 1117:	    1459.227 	   36125.1 	 	   36351.1 	 	 14.11 	 	GEO/ID	 98.85W	 +   5.729W	2004 Sep	P	-
S21906	1992-013A	Galaxy 5	1992 Mar 14	1992 Mar 17 2120	2025 Aug  4 0743:	    1450.288 	   35998.4 	 	   36129.5 	 	 13.14 	 	GEO/ID	 45.08W	 +   3.539W	2005 Jan 19	P	-
S21925	1992-017D	Blok DM-2 No. 57L	1992 Apr  2	1992 Apr  2 0820	2025 Aug  4 1102:	    1424.424 	   35473.4 	 	   35642.2 	 	 13.31 	 	GEO/ID	110.09W	 +   2.951E	1992 Apr  2 0150:00	R	-
S21922	1992-017A	Gorizont	1992 Apr  2	1992 Apr  2 0840	2025 Aug  3 1359:	    1442.056 	   35793.8 	 	   36012.5 	 	 13.74 	 	GEO/ID	172.61W	 +   1.499W	2006 Nov 21	P	-
S21939	1992-021A	Telecom 2B	1992 Apr 15	1992 Apr 19 1500	2025 Aug  4 0339:	    1447.000 	   35922.7 	 	   36076.7 	 	 14.43 	 	GEO/ID	179.97W	 +   2.727W	2004 Jun 23	P	-
S21940	1992-021B	INMARSAT II F-4	1992 Apr 15	1992 Apr 20 1300	2025 Aug  4 1130:	    1470.241 	   36413.4 	 	   36491.2 	 	 11.86 	 	GEO/ID	139.23W	 +   8.390W	2012 Apr  5	P	-
S21964	1992-027A	Palapa B4	1992 May 14	1992 May 17 1745	2025 Aug  4 1320:	    1440.982 	   35875.1 	 	   35889.2 	 	 12.92 	 	GEO/ID	 52.49E	 +   1.231W	2005 Aug 27	P	-
S20523	1990-021A	INTELSAT 603	1990 Mar 14	1992 May 21 2204	2025 Aug  4 1004:	    1447.581 	   35989.7 	 	   36032.5 	 	 13.81 	 	GEO/ID	 88.19E	 +   2.871W	2015 Jan 23	P	-
S21989	1992-032A	NSS K	1992 Jun 10	1992 Jun 24 1430	2025 Aug  4 1111:	    1481.773 	   36347.2 	 	   37004.8 	 	 14.72 	 	GEO/ID	104.22W	 +  11.135W	2002 Aug 28	P	-
S22009	1992-037A	DSCS III B-12	1992 Jul  2	1992 Jul  3?    	2025 Aug  4 0341:	    1457.275 	   36172.9 	 	   36227.3 	 	 14.01 	 	GEO/ID	175.16W	 +   5.253W	2015 Jan?	P	-
S22011	1992-037C	IABS-2	1992 Jul  2	1992 Jul  3?    	2025 Aug  4 0329:	    1416.670 	   35344.3 	 	   35466.6 	 	 12.38 	 	GEO/ID	 28.86W	 +   4.943E	1992 Jul  2 2154:01	C	-
